5033419560201 26.0  8.5  0.009999-99.9-99.9-99.9-99.912.1 87-9.9-99-99.9 -99-99.927.5-9.9
5033419560202 32.3 12.7  0.009999-99.9-99.9-99.9-99.911.6 84-9.9-99-99.9 -99-99.926.7-9.9
5033419560203 33.2 16.4  0.009999-99.9-99.9-99.9-99.911.0 80-9.9-99-99.9 -99-99.925.7-9.9
5033419560204 31.5 19.5  0.819999-99.9-99.9-99.9-99.9 4.5 32-9.9-99-99.9 -99-99.914.7-9.9
5033419560205 25.4 14.3  0.009999-99.9-99.9-99.9-99.9 8.7 63-9.9-99-99.9 -99-99.921.7-9.9
5033419560206 26.3  5.8  0.009999-99.9-99.9-99.9-99.912.1 88-9.9-99-99.9 -99-99.927.2-9.9
5033419560207 29.4 12.7  0.009999-99.9-99.9-99.9-99.911.1 81-9.9-99-99.9 -99-99.925.5-9.9
5033419560208 31.5 15.6  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.3-9.9
5033419560209 34.2 20.1  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.2-9.9
5033419560210 33.5 18.1  0.009999-99.9-99.9-99.9-99.911.1 82-9.9-99-99.9 -99-99.925.4-9.9
5033419560211 33.0 17.4  0.009999-99.9-99.9-99.9-99.910.0 74-9.9-99-99.9 -99-99.923.5-9.9
5033419560212 34.0 15.8  3.619999-99.9-99.9-99.9-99.9 9.8 72-9.9-99-99.9 -99-99.922.9-9.9
5033419560213 27.4 14.8  0.009999-99.9-99.9-99.9-99.910.8 80-9.9-99-99.9 -99-99.924.6-9.9
5033419560214 29.5  7.2  0.009999-99.9-99.9-99.9-99.9 9.6 71-9.9-99-99.9 -99-99.922.5-9.9
5033419560215 27.9  7.7  0.009999-99.9-99.9-99.9-99.910.8 81-9.9-99-99.9 -99-99.924.5-9.9
5033419560216 32.6 15.9  0.009999-99.9-99.9-99.9-99.911.6 87-9.9-99-99.9 -99-99.925.7-9.9
5033419560217 34.8 18.2  0.009999-99.9-99.9-99.9-99.911.1 83-9.9-99-99.9 -99-99.924.7-9.9
5033419560218 34.9 14.1  0.009999-99.9-99.9-99.9-99.910.4 78-9.9-99-99.9 -99-99.923.5-9.9
5033419560219 35.1 19.4 26.319999-99.9-99.9-99.9-99.9 4.3 32-9.9-99-99.9 -99-99.913.7-9.9
5033419560220 28.7 18.4  5.419999-99.9-99.9-99.9-99.9 6.6 50-9.9-99-99.9 -99-99.917.4-9.9
5033419560221 24.0 11.9  0.009999-99.9-99.9-99.9-99.9 5.3 40-9.9-99-99.9 -99-99.915.2-9.9
5033419560222 24.8  6.7  0.009999-99.9-99.9-99.9-99.910.5 80-9.9-99-99.9 -99-99.923.4-9.9
5033419560223 29.4 10.3 16.219999-99.9-99.9-99.9-99.910.3 78-9.9-99-99.9 -99-99.922.8-9.9
5033419560224 27.5 10.1  0.009999-99.9-99.9-99.9-99.910.2 78-9.9-99-99.9 -99-99.922.7-9.9
5033419560225 28.0 16.1  0.009999-99.9-99.9-99.9-99.9 7.2 55-9.9-99-99.9 -99-99.917.9-9.9
5033419560226 30.0 14.3  4.219999-99.9-99.9-99.9-99.910.3 79-9.9-99-99.9 -99-99.922.6-9.9
5033419560227 27.0 15.2  8.319999-99.9-99.9-99.9-99.9 3.8 29-9.9-99-99.9 -99-99.912.4-9.9
5033419560228 23.9 12.5  0.009999-99.9-99.9-99.9-99.911.4 88-9.9-99-99.9 -99-99.924.1-9.9
5033419560229 31.0 10.7  0.009999-99.9-99.9-99.9-99.911.9 92-9.9-99-99.9 -99-99.924.7-9.9
5033419560301 33.0 12.9  0.009999-99.9-99.9-99.9-99.910.8 84-9.9-99-99.9 -99-99.923.0-9.9
5033419560302 34.0 13.5  0.009999-99.9-99.9-99.9-99.910.9 85-9.9-99-99.9 -99-99.923.0-9.9
5033419560303 32.0 19.9  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9-99-99.9 -99-99.915.3-9.9
5033419560304 30.4 17.1  0.009999-99.9-99.9-99.9-99.9 3.9 30-9.9-99-99.9 -99-99.912.1-9.9
5033419560305 34.0 15.6  0.009999-99.9-99.9-99.9-99.910.4 82-9.9-99-99.9 -99-99.922.0-9.9
5033419560306 27.6 17.4 27.819999-99.9-99.9-99.9-99.9 3.5 27-9.9-99-99.9 -99-99.911.4-9.9
5033419560307 28.8 12.4  0.009999-99.9-99.9-99.9-99.910.8 86-9.9-99-99.9 -99-99.922.4-9.9
5033419560308 31.8 16.6  0.009999-99.9-99.9-99.9-99.910.3 82-9.9-99-99.9 -99-99.921.5-9.9
5033419560309 33.4 20.7 10.219999-99.9-99.9-99.9-99.9 9.0 72-9.9-99-99.9 -99-99.919.5-9.9
5033419560310 32.0 17.7 91.619999-99.9-99.9-99.9-99.9 3.6 28-9.9-99-99.9 -99-99.911.2-9.9
5033419560311 26.0 13.1 22.019999-99.9-99.9-99.9-99.9 3.8 30-9.9-99-99.9 -99-99.911.5-9.9
5033419560312 19.0 12.2  0.009999-99.9-99.9-99.9-99.9 4.3 34-9.9-99-99.9 -99-99.912.1-9.9
5033419560313 22.0 10.8  0.009999-99.9-99.9-99.9-99.9 3.0 24-9.9-99-99.9 -99-99.910.2-9.9
5033419560314 27.3 11.5  0.009999-99.9-99.9-99.9-99.9 7.0 56-9.9-99-99.9 -99-99.915.9-9.9
5033419560315 30.6 17.1  0.009999-99.9-99.9-99.9-99.9 5.8 47-9.9-99-99.9 -99-99.914.2-9.9
5033419560316 23.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.6 54-9.9-99-99.9 -99-99.915.3-9.9
5033419560317 26.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.2 50-9.9-99-99.9 -99-99.914.5-9.9
5033419560318 29.5 13.6  0.009999-99.9-99.9-99.9-99.9 6.7 55-9.9-99-99.9 -99-99.915.2-9.9
5033419560319 29.5 15.7  0.009999-99.9-99.9-99.9-99.9 5.6 46-9.9-99-99.9 -99-99.913.5-9.9
5033420190317 27.5  9.7  0.009999-99.9-99.9-99.9-99.9 7.5 6116.9 79 14.9   7  5.616.6 3.8
5033420190318 25.5 12.5  1.019999-99.9-99.9-99.9-99.9 9.2 7614.3 65 12.3  15 12.019.0 5.0
5033420190319 24.0 10.5  0.519999-99.9-99.9-99.9-99.9 5.5 4514.2 72 12.2  14 11.213.6 3.7
5033420190320 20.0  4.0  0.009999-99.9-99.9-99.9-99.9 3.0 2510.2 73  7.3   9  7.2 9.9 2.4
5033420190321 22.0  6.0  0.009999-99.9-99.9-99.9-99.9 2.0 17 9.8 61  6.6  20 16.0 8.4 3.6
5033420190322 26.5  9.4  0.009999-99.9-99.9-99.9-99.9 5.7 4713.8 67 11.7  21 16.813.6 4.4
5033420190323 31.0 12.8  0.009999-99.9-99.9-99.9-99.9 4.9 4116.3 62 14.3  22 17.612.4 5.1
5033420190324 22.0  6.0  0.009999-99.9-99.9-99.9-99.9 5.0 4210.1 63  7.1  18 14.412.4 3.7
5033420190325 19.4  5.5  0.009999-99.9-99.9-99.9-99.9 5.1 4310.1 70  7.1  12  9.612.5 2.9
5033420190326 20.4  4.0  0.009999-99.9-99.9-99.9-99.9 5.0 4210.1 71  7.1  11  8.812.2 2.8
5033420190327 24.2  9.5  1.019999-99.9-99.9-99.9-99.9 6.1 5213.1 68 10.9  19 15.213.7 4.0
5033420190328 20.6 14.3  3.019999-99.9-99.9-99.9-99.9 0.0  015.5 78 13.6  22 17.6 5.3 2.6
5033420190329 28.6 15.5  0.009999-99.9-99.9-99.9-99.9 5.4 4618.0 68 15.9  21 16.812.5 4.6
5033420190330 30.7 13.5  0.009999-99.9-99.9-99.9-99.9 6.0 5118.6 70 16.4   8  6.413.2 3.7
5033420190331 25.9 19.0  0.009999-99.9-99.9-99.9-99.9 0.0  022.3 82 19.2  14 11.2 5.1 2.2
5033420190401 32.9 18.2  0.009999-99.9-99.9-99.9-99.9 6.2 5327.1 83 22.4   9  7.213.3 3.8
5033420190402 33.0 16.5  0.009999-99.9-99.9-99.9-99.9 5.6 4822.1 71 19.1  14 11.212.4 4.2
5033420190403 27.0  9.0  0.009999-99.9-99.9-99.9-99.9 8.5 7312.6 61 10.4  13 10.416.2 4.1
5033420190404 24.5 14.0  0.009999-99.9-99.9-99.9-99.9 2.6 2311.6 52  9.2  27 21.6 8.3 5.2
5033420190405 27.3  4.0  0.009999-99.9-99.9-99.9-99.9 5.7 5011.2 63  8.6  10  8.012.3 3.1
5033420190406 29.2 10.3  0.009999-99.9-99.9-99.9-99.9 9.2 8010.6 46  7.8  20 16.016.7 5.5
5033420190407 32.0 10.0  0.009999-99.9-99.9-99.9-99.9 9.3 8110.9 44  8.3  16 12.816.7 5.3
5033420190408 29.3 13.6  0.009999-99.9-99.9-99.9-99.9 6.3 5512.5 49 10.3  21 16.812.8 5.4
5033420190409 28.5 11.0  0.009999-99.9-99.9-99.9-99.9 6.1 5413.6 59 11.5  26 20.812.4 5.0
5033420190410 27.0 12.0  0.009999-99.9-99.9-99.9-99.9 8.0 7116.5 73 14.5  10  8.014.7 3.4
5033420190411 23.0  3.0  0.009999-99.9-99.9-99.9-99.9 8.7 7710.9 73  8.3   9  7.215.5 2.8
5033420190412 27.0 10.0  0.009999-99.9-99.9-99.9-99.9 9.2 8212.6 59 10.3  23 18.416.0 4.9
5033420190413 24.4 13.0  0.009999-99.9-99.9-99.9-99.9 1.0  914.0 65 12.0  16 12.8 5.8 3.0
5033420190414 24.5  8.9  0.219999-99.9-99.9-99.9-99.9 8.3 7411.4 60  8.9  15 12.014.7 3.7
5033420190415 23.0 12.0  0.009999-99.9-99.9-99.9-99.9 8.0 7211.2 56  8.6  14 11.214.2 3.8
5033420190416 25.0  9.5  0.009999-99.9-99.9-99.9-99.9 6.0 5415.0 76 13.0  24 19.211.7 3.3
5033420190417 28.0 13.2  0.009999-99.9-99.9-99.9-99.9 5.5 5016.2 67 14.3  13 10.411.0 3.3
5033420190418 29.0 15.0  0.009999-99.9-99.9-99.9-99.9 3.4 3119.3 73 16.9  12  9.6 8.4 2.9
5033420190419 29.5 13.4  0.009999-99.9-99.9-99.9-99.9 8.1 7414.8 58 12.8   9  7.213.9 3.6
5033420190420 23.5  5.0  0.009999-99.9-99.9-99.9-99.9 9.1 83 8.8 54  5.1  10  8.014.9 3.0
5033420190421 23.8  4.0  0.009999-99.9-99.9-99.9-99.9 8.8 8010.6 67  7.9   7  5.614.5 2.5
5033420190422 23.4  8.6  0.009999-99.9-99.9-99.9-99.9 7.3 6710.7 59  8.0  13 10.412.5 3.1
5033420190423 22.0  8.2  0.009999-99.9-99.9-99.9-99.9 8.7 8011.0 64  8.3  16 12.814.1 3.2
5033420190424 20.0  7.5  0.009999-99.9-99.9-99.9-99.9 3.9 3611.5 73  9.0  13 10.4 8.5 2.2
5033420190425 17.5 12.6 31.019999-99.9-99.9-99.9-99.9 0.0  013.8 81 11.8  14 11.2 4.0 1.6
5033420190426 17.2 13.3  0.009999-99.9-99.9-99.9-99.9 1.0  915.6 90 13.6  13 10.4 5.1 1.3
5033420190427 19.5 10.5  0.009999-99.9-99.9-99.9-99.9 2.5 2315.3 90 13.4   7  5.6 6.8 1.4
5033420190428 26.0 10.0  0.009999-99.9-99.9-99.9-99.9 8.3 7816.7 81 14.7   9  7.213.2 2.5
5033420190429 21.0 10.5  0.009999-99.9-99.9-99.9-99.9 0.0  012.0 67  9.7  13 10.4 3.9 2.2
5033420190430 21.5  4.0  0.009999-99.9-99.9-99.9-99.9 6.2 58 8.1 55  3.9  11  8.810.6 2.5
5033420190501 23.1  6.3  0.009999-99.9-99.9-99.9-99.9 0.3  3 9.5 57  6.3  16 12.8 4.1 2.7
5033420190502 26.5 13.8  0.009999-99.9-99.9-99.9-99.9 0.9  915.1 64 13.1  16 12.8 4.7 2.8
5033420190503 25.0  9.5  0.009999-99.9-99.9-99.9-99.9 4.7 4512.8 65 10.6   8  6.4 8.8 2.2
5033420190504 23.7 12.7  0.009999-99.9-99.9-99.9-99.9 0.0  013.6 65 11.5  17 13.6 3.7 2.6
5033420190505 22.0  9.0  0.009999-99.9-99.9-99.9-99.9 2.1 2013.2 75 11.1  16 12.8 5.9 2.1
5033420190506 19.5  5.0  0.009999-99.9-99.9-99.9-99.9 4.6 44 9.8 69  6.7  10  8.0 8.5 1.9
5033420190507 17.0 10.5 10.019999-99.9-99.9-99.9-99.9 0.0  012.6 80 10.4  17 13.6 3.6 1.6
5033420190508 19.5  8.0 16.019999-99.9-99.9-99.9-99.9 0.5  513.5 86 11.4  13 10.4 4.1 1.3
5033420190509 14.7 12.0  7.019999-99.9-99.9-99.9-99.9 0.0  014.4 94 12.4  15 12.0 3.5 0.9
5033420190510 18.6  7.5  0.009999-99.9-99.9-99.9-99.9 5.3 5112.0 80  9.7  19 15.2 8.9 1.9
5033420190511 25.4  3.8  0.009999-99.9-99.9-99.9-99.9 6.0 5811.6 70  9.2  11  8.8 9.6 2.0
5033420190512 26.0  8.5  0.009999-99.9-99.9-99.9-99.9 8.3 8111.4 58  8.9  16 12.811.8 3.0
5033420190513 22.0  6.0  0.009999-99.9-99.9-99.9-99.9 8.3 81 9.8 61  6.6  16 12.811.8 2.6
5033420190514 20.0  7.4  0.009999-99.9-99.9-99.9-99.9 6.5 6411.4 73  8.9  20 16.0 9.9 2.3
5033420190515 22.0  7.7  0.009999-99.9-99.9-99.9-99.9 6.5 6412.0 71  9.7  23 18.4 9.8 2.6
5033420190516 19.0  8.5  0.009999-99.9-99.9-99.9-99.9 0.0  012.4 79 10.2  27 21.6 3.3 2.0
5033420190517 21.5 12.0  0.009999-99.9-99.9-99.9-99.9 0.8  814.5 76 12.5  26 20.8 4.1 2.4
5033420190518-99.9 12.8  0.009999-99.9-99.9-99.9-99.9 2.1 21-9.9 67-99.9  15 12.0 5.3-9.9
5033420190519 19.5 -0.4  1.019999-99.9-99.9-99.9-99.9 6.0 59 8.0 67  3.7   9  7.2 9.1 1.5
5033420190520 12.5  9.0  0.009999-99.9-99.9-99.9-99.9 0.0  0 9.4 73  6.1  22 17.6 3.2 1.9
5033420190521 14.0  5.9  0.009999-99.9-99.9-99.9-99.9 0.9  9 9.2 75  5.7  24 19.2 4.0 1.9
5033420190522 15.0 -0.6  0.009999-99.9-99.9-99.9-99.9 6.2 62 8.2 81  4.2   8  6.4 9.1 1.0
5033420190523 18.9  0.8  0.009999-99.9-99.9-99.9-99.9 6.3 63 9.0 74  5.4  14 11.2 9.1 1.5
5033420190524 20.7  3.0  0.009999-99.9-99.9-99.9-99.9 2.0 20 9.0 65  5.5  14 11.2 5.0 1.9
5033420190525 18.0  5.2  0.009999-99.9-99.9-99.9-99.9 1.1 11 9.6 70  6.3  13 10.4 4.1 1.6
5033420190526 19.5  3.3  0.009999-99.9-99.9-99.9-99.9 6.4 6410.5 78  7.7  11  8.8 9.1 1.3
5033420190527 14.6  1.2  0.009999-99.9-99.9-99.9-99.9 0.0  0 9.8 92  6.7   9  7.2 3.0 0.7
5033420190528 18.0  0.5  0.009999-99.9-99.9-99.9-99.9 6.5 66 9.7 83  6.5   7  5.6 9.1 0.9
5033420190529 10.5  1.0  1.019999-99.9-99.9-99.9-99.9 0.0  0 6.9 75  1.7  17 13.6 3.0 1.3
5033420190530  9.1  6.2  0.519999-99.9-99.9-99.9-99.9 0.0  0 9.2 88  5.8  20 16.0 3.0 0.9
5033420190531 12.0  7.5  0.009999-99.9-99.9-99.9-99.9 0.0  011.2 93  8.7  13 10.4 3.0 0.7
5033420190601 18.9  8.8  0.009999-99.9-99.9-99.9-99.9 5.2 5312.8 81 10.7  13 10.4 7.7 1.4
5033420190602 21.0  4.9  0.009999-99.9-99.9-99.9-99.9 6.3 6411.8 79  9.4  11  8.8 8.7 1.3
5033420190603 21.0  2.6  0.009999-99.9-99.9-99.9-99.9 5.9 60 9.7 70  6.5  14 11.2 8.3 1.6
5033420190604 18.9  9.0  0.009999-99.9-99.9-99.9-99.9 0.0  012.9 81 10.7  24 19.2 2.9 1.7
5033420190605 21.6  9.5  0.009999-99.9-99.9-99.9-99.9 0.4  414.3 81 12.3  17 13.6 3.2 1.5
5033420190606 14.0  5.0  0.009999-99.9-99.9-99.9-99.9 0.0  011.5 97  9.1   8  6.4 2.9 0.5
5033420190607 18.6  2.8  0.009999-99.9-99.9-99.9-99.9 7.5 77 8.0 62  3.7  13 10.4 9.6 1.6
5033420190608 22.0  2.3  0.009999-99.9-99.9-99.9-99.9 5.5 56 7.2 51  2.3  15 12.0 7.8 2.3
5033420190609 20.0  3.8  0.009999-99.9-99.9-99.9-99.9 6.7 69 8.1 58  3.9  20 16.0 8.8 2.4
5033420190610 18.5  0.5  0.009999-99.9-99.9-99.9-99.9 1.2 12 9.3 78  5.9  12  9.6 3.9 1.1
5033420190611 12.5  1.8  0.219999-99.9-99.9-99.9-99.9 0.0  0 7.9 78  3.6  15 12.0 2.8 1.1
5033420190612 13.5 10.9  0.009999-99.9-99.9-99.9-99.9 0.0  013.8 97 11.7  12  9.6 2.8 0.6
5033420190613 13.0  9.9  0.319999-99.9-99.9-99.9-99.9 0.0  013.0 96 10.8  10  8.0 2.8 0.6
5033420190614 12.1  2.5  0.009999-99.9-99.9-99.9-99.9 3.6 37 9.4 92  6.1  13 10.4 6.0 0.6
5033420190615 10.5  2.2  8.019999-99.9-99.9-99.9-99.9 0.0  0 8.2 86  4.2  20 16.0 2.8 0.9
5033420190616 10.3  5.3 10.019999-99.9-99.9-99.9-99.9 0.0  010.1 95  7.0  23 18.4 2.8 0.6
5033420190617 11.9  8.3  2.019999-99.9-99.9-99.9-99.9 0.0  011.6 94  9.2  16 12.8 2.8 0.7
5033420190618 16.0  5.5  0.519999-99.9-99.9-99.9-99.9 4.7 48 9.8 76  6.7  34 27.2 6.9 2.1
5033420190619 19.0  4.7  0.009999-99.9-99.9-99.9-99.9 5.8 60 7.6 55  3.1  25 20.0 7.8 2.9
5033420190620 16.5  2.4  0.009999-99.9-99.9-99.9-99.9 0.0  0 7.5 63  2.8  17 13.6 2.8 1.9
5033420190621 18.5  6.0  0.009999-99.9-99.9-99.9-99.9 0.4  410.4 73  7.6  16 12.8 3.1 1.6
5033420190622 23.4  1.5  0.009999-99.9-99.9-99.9-99.9 5.1 5312.0 83  9.7   6  4.8 7.2 0.9
5033420190623 14.4  1.0  0.009999-99.9-99.9-99.9-99.9 0.0  0 9.6 91  6.3   7  5.6 2.8 0.6
5033420190624 13.0  1.5  3.019999-99.9-99.9-99.9-99.9 0.8  8 9.6 94  6.3  10  8.0 3.5 0.6
5033420190625 14.5  0.0  0.009999-99.9-99.9-99.9-99.9 4.5 46 5.7 56 -0.9  29 23.2 6.7 2.7
5033420190626 14.0  0.0  0.009999-99.9-99.9-99.9-99.9 0.0  0 5.2 52 -2.2  20 16.0 2.8 2.4
5033420190627 17.0  3.8  0.009999-99.9-99.9-99.9-99.9 4.7 48 6.2 49  0.2  22 17.6 6.9 2.8
5033420190628 16.5  0.0  0.009999-99.9-99.9-99.9-99.9 4.6 47 8.4 77  4.5  12  9.6 6.8 1.1
5033420190629 10.3  5.7  0.009999-99.9-99.9-99.9-99.9 0.0  0 9.1 85  5.6  14 11.2 2.8 0.9
5033420190630 13.0 -1.0  0.009999-99.9-99.9-99.9-99.9 6.5 67 7.5 80  2.8  12  9.6 8.5 0.9
5033420190701 16.5 -4.7  0.009999-99.9-99.9-99.9-99.9 5.3 54 6.1 66  0.0  17 13.6 7.5 1.5
5033420190702 17.5  4.5  0.009999-99.9-99.9-99.9-99.9 1.4 14 7.3 56  2.6  19 15.2 4.1 2.4
5033420190703 13.0  1.5  0.009999-99.9-99.9-99.9-99.9 4.2 43 5.7 56 -0.9  15 12.0 6.5 1.8
5033420190704 10.0 -2.5  0.009999-99.9-99.9-99.9-99.9 7.0 72 6.2 78  0.3  14 11.2 9.1 0.9
5033420190705 11.7 -6.3  0.009999-99.9-99.9-99.9-99.9 5.4 55 5.5 74 -1.5   9  7.2 7.7 0.8
5033420190706 16.5 -0.3  0.009999-99.9-99.9-99.9-99.9 5.5 56 6.6 61  1.0  17 13.6 7.8 1.8
5033420190707 13.5  2.4  0.009999-99.9-99.9-99.9-99.9 0.0  0 7.4 69  2.6  25 20.0 2.9 2.0
5033420190708 14.9  2.6  0.009999-99.9-99.9-99.9-99.9 0.0  0 7.8 69  3.4  17 13.6 2.9 1.7
5033420190709 16.2 -1.5  0.009999-99.9-99.9-99.9-99.9 2.2 22 7.5 73  2.8   9  7.2 4.9 1.1
5033420190710 17.5 -1.2  0.009999-99.9-99.9-99.9-99.9 4.7 48 8.8 81  5.1   6  4.8 7.2 0.8
5033420190711 14.5  2.7  0.009999-99.9-99.9-99.9-99.9 0.0  0 9.9 89  6.9   8  6.4 2.9 0.7
5033420190712 16.4  1.1  0.009999-99.9-99.9-99.9-99.9 6.5 66 8.6 76  4.8  14 11.2 8.9 1.3
5033420190713 14.6 -1.2  0.009999-99.9-99.9-99.9-99.9 0.7  7 7.2 73  2.2   9  7.2 3.6 1.1
5033420190714 14.6  1.0  0.009999-99.9-99.9-99.9-99.9 0.7  7 9.1 86  5.6  11  8.8 3.6 0.8
5033420190715 16.0  0.3  0.009999-99.9-99.9-99.9-99.9 7.0 71 7.6 70  3.0  13 10.4 9.4 1.4
5033420190716 19.5  3.8  0.009999-99.9-99.9-99.9-99.9 6.1 61 7.7 56  3.2  22 17.6 8.7 2.7
5033420190717 18.6  7.5  0.009999-99.9-99.9-99.9-99.9 0.2  210.5 70  7.7  26 20.8 3.2 2.4
5033420190718 15.7  4.5  0.009999-99.9-99.9-99.9-99.9 0.4  4 7.9 64  3.6  17 13.6 3.4 2.0
5033420190719 17.2 -2.8  0.009999-99.9-99.9-99.9-99.9 5.1 51 6.9 68  1.7  12  9.6 7.9 1.4
5033420190720 19.0  3.1  0.009999-99.9-99.9-99.9-99.9 0.5  510.5 80  7.7  17 13.6 3.6 1.4
5033420190721 18.0 11.4  0.009999-99.9-99.9-99.9-99.9 0.0  011.7 70  9.3  23 18.4 3.1 2.4
5033420190722 15.3  1.9  0.009999-99.9-99.9-99.9-99.9 5.3 53 5.2 47 -2.1  14 11.2 8.2 2.2
5033420190723 13.5 -0.4  0.009999-99.9-99.9-99.9-99.9 0.0  0 7.0 72  1.9   6  4.8 3.2 1.0
5033420190724 15.5 -3.4  0.009999-99.9-99.9-99.9-99.9 8.5 84 5.7 61 -0.9  10  8.011.4 1.4
5033420190725 16.9 -0.9  0.009999-99.9-99.9-99.9-99.9 3.7 37 6.2 58  0.2  11  8.8 6.8 1.7
5033420190726 18.5 -5.0  0.009999-99.9-99.9-99.9-99.9 6.6 65 5.8 59 -0.7  12  9.6 9.7 1.7
5033420190727 18.3 -1.8  0.009999-99.9-99.9-99.9-99.9 4.7 46 7.0 64  1.8  13 10.4 7.9 1.7
5033420190728 14.8  4.8  0.009999-99.9-99.9-99.9-99.9 2.5 25 8.8 73  5.2  26 20.8 5.8 2.1
5033420190729 16.4  7.2  0.009999-99.9-99.9-99.9-99.9 2.9 2811.1 80  8.5  12  9.6 6.2 1.4
5033420190730 23.5  6.0  0.009999-99.9-99.9-99.9-99.9 4.3 4211.6 69  9.1  14 11.2 7.6 2.1
5033420190731 21.6  6.1  0.009999-99.9-99.9-99.9-99.9 6.0 5810.1 64  7.2  22 17.6 9.4 2.8
5033420190801 16.5  4.0  0.009999-99.9-99.9-99.9-99.9 4.0 39 6.0 48 -0.3  24 19.2 7.5 3.4
5033420190802 15.7  1.0  0.009999-99.9-99.9-99.9-99.9 7.0 68 5.7 52 -0.9  16 12.810.6 2.4
5033420190803 19.2 -1.5  0.009999-99.9-99.9-99.9-99.9 6.8 66 4.8 42 -3.4  12  9.610.4 2.4
5033420190804 24.0  3.0  0.009999-99.9-99.9-99.9-99.9 5.1 49 5.6 36 -1.3  27 21.6 8.8 4.7
5033420190805 21.9  6.0  0.009999-99.9-99.9-99.9-99.9 5.4 52 7.5 47  2.8  36 28.8 9.1 5.1
5033420190806 20.0  4.9  0.009999-99.9-99.9-99.9-99.9 5.3 51 7.7 53  3.1  27 21.6 9.1 3.7
5033420190807 15.5  1.0  0.009999-99.9-99.9-99.9-99.9 6.4 61 5.2 48 -2.1  15 12.010.3 2.5
5033420190808 13.8 -3.6  0.009999-99.9-99.9-99.9-99.9 6.0 57 5.0 57 -2.7  10  8.010.0 1.7
5033420190809 15.5 -2.3  0.009999-99.9-99.9-99.9-99.9 7.5 71 5.7 58 -1.1   7  5.611.6 1.6
5033420190810 22.0 -0.6  0.009999-99.9-99.9-99.9-99.9 8.2 78 5.0 39 -2.7  17 13.612.5 3.3
5033420190811 20.1  3.7  0.009999-99.9-99.9-99.9-99.9 6.1 58 6.4 46  0.7  24 19.210.3 3.9
5033420190812 12.5 -0.3  0.009999-99.9-99.9-99.9-99.9 7.3 69 5.3 56 -2.0  21 16.811.7 2.6
5033420190813 11.0 -5.8  0.009999-99.9-99.9-99.9-99.9 8.0 75 5.2 70 -2.3  10  8.012.5 1.4
5033420190814 14.5  1.0  0.009999-99.9-99.9-99.9-99.9 6.5 61 5.1 48 -2.6  33 26.411.0 4.0
5033420190815 17.0  3.2  0.009999-99.9-99.9-99.9-99.9 3.7 34 6.8 55  1.5  20 16.0 8.0 2.9
5033420190816 22.3  1.8  0.009999-99.9-99.9-99.9-99.9 7.8 72 9.0 64  5.5  14 11.212.6 2.6
5033420190817 21.3 -1.2  0.009999-99.9-99.9-99.9-99.9 8.0 74 7.4 60  2.6  14 11.212.9 2.5
5033420190818 13.5  3.5  0.009999-99.9-99.9-99.9-99.9 3.9 36 7.7 69  3.1  21 16.8 8.4 2.3
5033420190819  6.3  2.2  0.519999-99.9-99.9-99.9-99.9 0.0  0 6.4 77  0.6  21 16.8 4.0 1.5
5033420190820 10.8  2.9  0.009999-99.9-99.9-99.9-99.9 0.0  0 7.5 76  2.9  18 14.4 4.1 1.6
5033420190821 15.3  1.0  0.009999-99.9-99.9-99.9-99.9 3.8 35 7.6 70  3.0  23 18.4 8.5 2.4
5033420190822 20.5  2.0  0.009999-99.9-99.9-99.9-99.9 7.1 65 8.9 67  5.3   9  7.212.4 2.2
5033420190823 22.5  6.5  0.009999-99.9-99.9-99.9-99.9 1.4 13 9.6 58  6.3  24 19.2 5.8 3.5
5033420190824 23.0  7.2  0.009999-99.9-99.9-99.9-99.9 8.0 7310.5 61  7.6  25 20.013.6 4.0
5033420190825 22.5  5.3  0.009999-99.9-99.9-99.9-99.9 3.4 3110.5 66  7.7  18 14.4 8.3 2.8
5033420190826 26.5  8.4  0.009999-99.9-99.9-99.9-99.9 3.8 3413.8 69 11.7  17 13.6 8.8 3.0
5033420190827 25.5 10.6  0.009999-99.9-99.9-99.9-99.9 0.7  617.2 83 15.1  19 15.2 5.2 2.0
5033420190828 31.5 13.5  2.019999-99.9-99.9-99.9-99.9 2.4 2118.8 69 16.5  28 22.4 7.3 4.1
5033420190829 24.5  8.6  0.009999-99.9-99.9-99.9-99.9 7.0 62 9.2 49  5.8  20 16.012.9 4.4
5033420190830 20.0  5.8  0.009999-99.9-99.9-99.9-99.9 5.7 51 6.7 45  1.2  11  8.811.4 3.2
5033420190831 20.0  0.2  0.009999-99.9-99.9-99.9-99.9 9.0 80 5.7 46 -1.0  14 11.215.6 3.4
5033420190901 16.3 -4.0  0.009999-99.9-99.9-99.9-99.9 9.5 84 4.7 50 -3.5  12  9.616.3 2.8
5033420190902 11.5 -0.7  0.009999-99.9-99.9-99.9-99.9 7.5 66 3.7 41 -6.8  26 20.813.9 4.0
5033420190903 16.5 -6.0  0.009999-99.9-99.9-99.9-99.9 8.4 74 4.6 52 -3.8  10  8.015.2 2.5
